date,tot_cases,tot_cases_conf,tot_cases_prob,tot_deaths,tot_deaths_conf,tot_deaths_prob,new_cases,new_deaths,audit_deaths,new_cases_conf,new_cases_prob,new_deaths_conf,new_deaths_prob,new_cases_18_and_under,new_cases_18_and_under_conf,new_cases_18_and_under_prob,actual_deaths
2020-08-24,43899,40493.0,3406.0,885.0,879.0,6.0,370.0,4.0,,,,,,,,,13.0
2020-08-23,43529,40181.0,3348.0,881.0,875.0,6.0,463.0,9.0,,,,,,,,,2.0
2020-08-22,43066,39755.0,3311.0,872.0,866.0,6.0,801.0,8.0,,,,,,,,,10.0
2020-08-21,42265,39068.0,3197.0,864.0,858.0,6.0,639.0,8.0,,,,,,,,,12.0
2020-08-20,41626,38475.0,3151.0,856.0,850.0,6.0,700.0,14.0,,,,,,,,,13.0
2020-08-19,40926,37848.0,3078.0,842.0,836.0,6.0,627.0,12.0,,,,,,,,,13.0
2020-08-18,40299,37304.0,2995.0,830.0,825.0,5.0,608.0,12.0,,,,,,,,,10.0
2020-08-17,39691,36824.0,2867.0,818.0,813.0,5.0,376.0,5.0,,,,,,,,,7.0
2020-08-16,39315,36475.0,2840.0,813.0,808.0,5.0,385.0,3.0,,,,,,,,,11.0
2020-08-15,38930,36117.0,2813.0,810.0,805.0,5.0,632.0,6.0,,,,,,,,,8.0
2020-08-14,38298,35565.0,2733.0,804.0,799.0,5.0,612.0,8.0,,,,,,,,,11.0
2020-08-13,37686,35036.0,2650.0,796.0,791.0,5.0,741.0,6.0,,,,,,,,,10.0
2020-08-12,36945,34415.0,2530.0,790.0,785.0,5.0,1152.0,7.0,,,,,,,,,11.0
2020-08-11,35793,33379.0,2414.0,783.0,778.0,5.0,539.0,8.0,,,,,,,,,8.0
2020-08-10,35254,32941.0,2313.0,775.0,770.0,5.0,272.0,2.0,,,,,,,,,7.0
2020-08-09,34982,32713.0,2269.0,773.0,768.0,5.0,404.0,1.0,,,,,,,,,10.0
2020-08-08,34578,32330.0,2248.0,772.0,767.0,5.0,782.0,8.0,,,,,,,,,9.0
2020-08-07,33796,31635.0,2161.0,764.0,760.0,4.0,542.0,4.0,,,,,,,,,10.0
2020-08-06,33254,31146.0,2108.0,760.0,756.0,4.0,513.0,8.0,,,,,,,,,9.0
2020-08-05,32741,30712.0,2029.0,752.0,748.0,4.0,544.0,1.0,,,,,,,,,8.0
2020-08-04,32197,30238.0,1959.0,751.0,747.0,4.0,689.0,7.0,,,,,,,,,5.0
2020-08-03,31508,29623.0,1885.0,744.0,740.0,4.0,323.0,2.0,,,,,,,,,8.0
2020-08-02,31185,29346.0,1839.0,742.0,738.0,4.0,462.0,2.0,,,,,,,,,4.0
2020-08-01,30723,28922.0,1801.0,740.0,736.0,4.0,572.0,5.0,,,,,,,,,9.0
2020-07-31,30151,28404.0,1747.0,735.0,731.0,4.0,765.0,4.0,,,,,,,,,6.0
2020-07-30,29386,27716.0,1670.0,731.0,727.0,4.0,659.0,7.0,,,,,,,,,9.0
2020-07-29,28727,27173.0,1554.0,724.0,720.0,4.0,601.0,5.0,,,,,,,,,5.0
2020-07-28,28126,26656.0,1470.0,719.0,715.0,4.0,525.0,10.0,,,,,,,,,6.0
2020-07-27,27601,26209.0,1392.0,709.0,705.0,4.0,522.0,9.0,,,,,,,,,10.0
2020-07-26,27079,25699.0,1380.0,700.0,696.0,4.0,315.0,4.0,,,,,,,,,6.0
2020-07-25,26764,25390.0,1374.0,696.0,692.0,4.0,833.0,5.0,,,,,,,,,7.0
2020-07-24,25931,24615.0,1316.0,691.0,687.0,4.0,784.0,7.0,,,,,,,,,10.0
2020-07-23,25147,23882.0,1265.0,684.0,680.0,4.0,607.0,7.0,,,,,,,,,10.0
2020-07-22,24540,23336.0,1204.0,677.0,673.0,4.0,480.0,3.0,,,,,,,,,8.0
2020-07-21,24060,22916.0,1144.0,674.0,670.0,4.0,646.0,3.0,,,,,,,,,5.0
2020-07-20,23414,22328.0,1086.0,671.0,667.0,4.0,253.0,1.0,,,,,,,,,7.0
2020-07-19,23161,22095.0,1066.0,670.0,666.0,4.0,977.0,3.0,,,,,,,,,8.0
2020-07-18,22184,21128.0,1056.0,667.0,662.0,5.0,579.0,9.0,,,,,,,,,6.0
2020-07-17,21605,20607.0,998.0,658.0,653.0,5.0,522.0,8.0,,,,,,,,,5.0
2020-07-16,21083,20118.0,965.0,650.0,646.0,4.0,406.0,5.0,,,,,,,,,6.0
2020-07-15,20677,19737.0,940.0,645.0,641.0,4.0,454.0,10.0,,,,,,,,,7.0
2020-07-14,20223,19349.0,874.0,635.0,631.0,4.0,570.0,6.0,,,,,,,,,4.0
2020-07-13,19653,18824.0,829.0,629.0,625.0,4.0,264.0,4.0,,,,,,,,,10.0
2020-07-12,19389,18562.0,827.0,625.0,621.0,4.0,268.0,3.0,,,,,,,,,7.0
2020-07-11,19121,18307.0,814.0,622.0,618.0,4.0,451.0,2.0,,,,,,,,,7.0
2020-07-10,18670,17890.0,780.0,620.0,616.0,4.0,425.0,8.0,,,,,,,,,5.0
2020-07-09,18245,17491.0,754.0,612.0,608.0,4.0,326.0,4.0,,,,,,,,,3.0
2020-07-08,17919,17202.0,717.0,608.0,604.0,4.0,400.0,6.0,,,,,,,,,9.0
2020-07-07,17519,16864.0,655.0,602.0,598.0,4.0,367.0,9.0,,,,,,,,,6.0
2020-07-06,17152,16525.0,627.0,593.0,589.0,4.0,245.0,8.0,,,,,,,,,4.0
2020-07-05,16907,16291.0,616.0,585.0,581.0,4.0,280.0,0.0,,,,,,,,,14.0
2020-07-04,16627,16018.0,609.0,585.0,581.0,4.0,251.0,0.0,,,,,,,,,2.0
2020-07-03,16376,15781.0,595.0,585.0,581.0,4.0,297.0,4.0,,,,,,,,,7.0
2020-07-02,16079,15508.0,571.0,581.0,577.0,4.0,237.0,9.0,,,,,,,,,4.0
2020-07-01,15842,15286.0,556.0,572.0,568.0,4.0,218.0,7.0,,,,,,,,,9.0
2020-06-30,15624,15090.0,534.0,565.0,561.0,4.0,277.0,5.0,,,,,,,,,6.0
2020-06-29,15347,14835.0,512.0,560.0,557.0,3.0,115.0,2.0,,,,,,,,,6.0
2020-06-28,15232,14732.0,500.0,558.0,555.0,3.0,65.0,4.0,,,,,,,,,6.0
2020-06-27,15167,14669.0,498.0,554.0,551.0,3.0,308.0,1.0,,,,,,,,,5.0
2020-06-26,14859,14401.0,458.0,553.0,550.0,3.0,242.0,7.0,,,,,,,,,7.0
2020-06-25,14617,14182.0,435.0,546.0,542.0,4.0,254.0,8.0,,,,,,,,,8.0
2020-06-24,14363,13937.0,426.0,538.0,534.0,4.0,222.0,1.0,,,,,,,,,6.0
2020-06-23,14141,13736.0,405.0,537.0,533.0,4.0,302.0,11.0,,,,,,,,,2.0
2020-06-22,13839,13449.0,390.0,526.0,522.0,4.0,89.0,0.0,,,,,,,,,10.0
2020-06-21,13750,13369.0,381.0,526.0,523.0,3.0,120.0,2.0,,,,,,,,,4.0
2020-06-20,13630,13253.0,377.0,524.0,521.0,3.0,176.0,2.0,,,,,,,,,5.0
2020-06-19,13454,13097.0,357.0,522.0,519.0,3.0,257.0,2.0,,,,,,,,,5.0
2020-06-18,13197,12846.0,351.0,520.0,518.0,2.0,202.0,2.0,,,,,,,,,4.0
2020-06-17,12995,12646.0,349.0,518.0,516.0,2.0,166.0,6.0,,,,,,,,,4.0
2020-06-16,12829,12490.0,339.0,512.0,510.0,2.0,182.0,7.0,,,,,,,,,2.0
2020-06-15,12647,12326.0,321.0,505.0,503.0,2.0,118.0,5.0,,,,,,,,,5.0
2020-06-14,12529,12208.0,321.0,500.0,498.0,2.0,84.0,1.0,,,,,,,,,4.0
2020-06-13,12445,12125.0,320.0,499.0,497.0,2.0,279.0,2.0,,,,,,,,,6.0
2020-06-12,12166,11850.0,316.0,497.0,495.0,2.0,221.0,4.0,,,,,,,,,7.0
2020-06-11,11945,11637.0,308.0,493.0,491.0,2.0,62.0,9.0,,,,,,,,,5.0
2020-06-10,11883,11576.0,307.0,484.0,482.0,2.0,175.0,7.0,,,,,,,,,12.0
2020-06-09,11708,11419.0,289.0,477.0,475.0,2.0,232.0,5.0,,,,,,,,,7.0
2020-06-08,11476,11212.0,264.0,472.0,470.0,2.0,120.0,1.0,,,,,,,,,3.0
2020-06-07,11356,11097.0,259.0,471.0,469.0,2.0,69.0,1.0,,,,,,,,,6.0
2020-06-06,11287,11031.0,256.0,470.0,468.0,2.0,310.0,4.0,,,,,,,,,8.0
2020-06-05,10977,10734.0,243.0,466.0,465.0,1.0,272.0,8.0,,,,,,,,,3.0
2020-06-04,10705,10479.0,226.0,458.0,456.0,2.0,295.0,8.0,,,,,,,,,9.0
2020-06-03,10410,10192.0,218.0,450.0,449.0,1.0,225.0,8.0,,,,,,,,,10.0
2020-06-02,10185,9970.0,215.0,442.0,441.0,1.0,139.0,3.0,,,,,,,,,6.0
2020-06-01,10046,9853.0,193.0,439.0,438.0,1.0,214.0,5.0,,,,,,,,,3.0
2020-05-31,9704,,,431.0,430.0,1.0,240.0,13.0,,,,,,,,,6.0
2020-05-30,9464,,,418.0,417.0,1.0,280.0,9.0,,,,,,,,,3.0
2020-05-29,9184,,,409.0,408.0,1.0,107.0,9.0,,,,,,,,,9.0
2020-05-28,9077,,,400.0,399.0,1.0,0.0,0.0,,,,,,,,,7.0
2020-05-27,9077,,,400.0,399.0,1.0,506.0,9.0,,,,,,,,,5.0
2020-05-26,8571,,,391.0,390.0,1.0,0.0,0.0,,,,,,,,,9.0
2020-05-25,8571,,,391.0,390.0,1.0,0.0,0.0,,,,,,,,,6.0
2020-05-24,8571,,,391.0,390.0,1.0,145.0,0.0,,,,,,,,,7.0
2020-05-23,8426,,,391.0,390.0,1.0,140.0,5.0,,,,,,,,,8.0
2020-05-22,8286,,,386.0,385.0,1.0,11.0,10.0,,,,,,,,,4.0
2020-05-21,8275,,,376.0,375.0,1.0,206.0,10.0,,,,,,,,,7.0
2020-05-20,8069,,,366.0,365.0,1.0,0.0,0.0,,,,,,,,,8.0
2020-05-19,8069,,,366.0,345.0,1.0,381.0,32.0,,,,,,,,,12.0
2020-05-18,7688,,,334.0,334.0,,0.0,0.0,,,,,,,,,8.0
2020-05-17,7688,,,334.0,334.0,,244.0,2.0,,,,,,,,,7.0
2020-05-16,7444,,,332.0,332.0,,219.0,4.0,,,,,,,,,8.0
2020-05-15,7225,,,328.0,328.0,,145.0,2.0,,,,,,,,,10.0
2020-05-14,7080,,,326.0,326.0,,227.0,5.0,,,,,,,,,6.0
2020-05-13,6853,,,321.0,321.0,,176.0,10.0,,,,,,,,,5.0
2020-05-12,6677,,,311.0,311.0,,237.0,7.0,,,,,,,,,5.0
2020-05-11,6440,,,304.0,304.0,,0.0,0.0,,,,,,,,,7.0
2020-05-10,6440,,,304.0,304.0,,152.0,6.0,,,,,,,,,8.0
2020-05-09,6288,,,298.0,298.0,,159.0,4.0,,,,,,,,,10.0
2020-05-08,6129,,,294.0,294.0,,195.0,11.0,,,,,,,,,7.0
2020-05-07,5934,,,283.0,282.0,,112.0,8.0,,,,,,,,,11.0
2020-05-06,5822,,,275.0,274.0,,577.0,14.0,,,,,,,,,7.0
2020-05-05,5245,,,261.0,260.0,,115.0,8.0,,,,,,,,,12.0
2020-05-04,5130,,,253.0,252.0,,251.0,5.0,,,,,,,,,9.0
2020-05-03,4879,,,248.0,252.0,,0.0,0.0,,,,,,,,,11.0
2020-05-02,4879,,,248.0,,,171.0,8.0,,,,,,,,,7.0
2020-05-01,4708,,,240.0,,,169.0,5.0,,,,,,,,,10.0
2020-04-30,4539,,,235.0,,,164.0,10.0,,,,,,,,,10.0
2020-04-29,4375,,,225.0,,,229.0,12.0,,,,,,,,,8.0
2020-04-28,4146,,,213.0,,,72.0,5.0,,,,,,,,,9.0
2020-04-27,4074,,,208.0,,,169.0,3.0,,,,,,,,,4.0
2020-04-26,3905,,,205.0,,,126.0,5.0,,,,,,,,,5.0
2020-04-25,3779,,,200.0,,,298.0,9.0,,,,,,,,,9.0
2020-04-24,3481,,,191.0,,,108.0,6.0,,,,,,,,,10.0
2020-04-23,3373,,,185.0,,,181.0,14.0,,,,,,,,,8.0
2020-04-22,3192,,,171.0,,,142.0,17.0,,,,,,,,,9.0
2020-04-21,3050,,,154.0,,,90.0,6.0,,,,,,,,,12.0
2020-04-20,2960,,,148.0,,,253.0,4.0,,,,,,,,,13.0
2020-04-19,2707,,,144.0,,,185.0,7.0,,,,,,,,,10.0
2020-04-18,2522,,,137.0,,,93.0,8.0,,,,,,,,,4.0
2020-04-17,2429,,,129.0,,,138.0,7.0,,,,,,,,,9.0
2020-04-16,2291,,,122.0,,,81.0,7.0,,,,,,,,,10.0
2020-04-15,2210,,,115.0,,,162.0,11.0,,,,,,,,,8.0
2020-04-14,2048,,,104.0,,,85.0,7.0,,,,,,,,,9.0
2020-04-13,1963,,,97.0,,,123.0,3.0,,,,,,,,,8.0
2020-04-12,1840,,,94.0,,,147.0,4.0,,,,,,,,,8.0
2020-04-11,1693,,,90.0,,,0.0,0.0,,,,,,,,,6.0
2020-04-10,1693,,,90.0,,,347.0,17.0,,,,,,,,,7.0
2020-04-09,1346,,,73.0,,,197.0,8.0,,,,,,,,,10.0
2020-04-08,1149,,,65.0,,,141.0,6.0,,,,,,,,,8.0
2020-04-07,1008,,,59.0,,,53.0,14.0,,,,,,,,,7.0
2020-04-06,955,,,45.0,,,38.0,5.0,,,,,,,,,5.0
2020-04-05,917,,,40.0,,,86.0,3.0,,,,,,,,,7.0
2020-04-04,831,,,37.0,,,61.0,6.0,,,,,,,,,7.0
2020-04-03,770,,,31.0,,,90.0,11.0,,,,,,,,,8.0
2020-04-02,680,,,20.0,,,89.0,3.0,,,,,,,,,10.0
2020-04-01,591,,,17.0,,,111.0,6.0,,,,,,,,,4.0
2020-03-31,480,,,11.0,,,41.0,2.0,,,,,,,,,7.0
2020-03-30,439,,,9.0,,,45.0,0.0,,,,,,,,,8.0
2020-03-29,394,,,9.0,,,92.0,1.0,,,,,,,,,3.0
2020-03-28,302,,,8.0,,,54.0,2.0,,,,,,,,,1.0
2020-03-27,248,,,6.0,,,50.0,2.0,,,,,,,,,0.0
2020-03-26,198,,,4.0,,,41.0,0.0,,,,,,,,,2.0
2020-03-25,157,,,4.0,,,33.0,0.0,,,,,,,,,0.0
2020-03-24,124,,,4.0,,,20.0,1.0,,,,,,,,,1.0
2020-03-23,104,,,3.0,,,5.0,0.0,,,,,,,,,3.0
2020-03-22,99,,,3.0,,,45.0,1.0,,,,,,,,,1.0
2020-03-21,54,,,2.0,,,7.0,1.0,,,,,,,,,1.0
2020-03-20,47,,,1.0,,,12.0,0.0,,,,,,,,,1.0
2020-03-19,35,,,1.0,,,9.0,0.0,,,,,,,,,0.0
2020-03-18,26,,,1.0,,,4.0,0.0,,,,,,,,,1.0
2020-03-17,22,,,1.0,,,1.0,0.0,,,,,,,,,0.0
2020-03-16,21,,,1.0,,,5.0,0.0,,,,,,,,,0.0
2020-03-15,16,,,1.0,,,2.0,0.0,,,,,,,,,1.0
2020-03-14,14,,,1.0,,,3.0,1.0,,,,,,,,,1.0
2020-03-13,11,,,,,,3.0,0.0,,,,,,,,,0.0
2020-03-12,8,,,,,,0.0,0.0,,,,,,,,,0.0
2020-03-11,8,,,,,,2.0,0.0,,,,,,,,,0.0
2020-03-10,6,,,,,,2.0,0.0,,,,,,,,,0.0
2020-03-09,4,,,,,,3.0,0.0,,,,,,,,,0.0
2020-03-08,1,,,,,,0.0,0.0,,,,,,,,,0.0
2020-03-07,1,,,,,,1.0,0.0,,,,,,,,,0.0
2020-03-06,0,,,,,,0.0,0.0,,,,,,,,,0.0
